,Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count.1,Day of Week,Hour of Day,Intersecting Street Name,Number of Lanes,Road Class,Roadway Type,Speed Limit,ST_NAME,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender,geometry
84,18686718,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION;FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),44566,1,0,WEDNESDAY,18:00 - 18:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,34,1 - MALE,POINT (2376175.3514935807 7120746.905621192)
85,18691666,0,0,N - NOT INJURED,1,0,TURNED WHEN UNSAFE,44566,1,0,WEDNESDAY,17:00 - 17:59,W HERCULES LN,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2164,1 - DRY,1 - CLEAR,TURNED WHEN UNSAFE,WARNING,43,1 - MALE,POINT (2386765.73883051 7141952.491845884)
86,18691666,0,0,N - NOT INJURED,1,0,TURNED WHEN UNSAFE,44566,1,0,WEDNESDAY,17:00 - 17:59,W HERCULES LN,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,40,2 - FEMALE,POINT (2386765.73883051 7141952.491845884)
87,18691666,0,0,N - NOT INJURED,1,0,TURNED WHEN UNSAFE,44566,1,0,WEDNESDAY,17:00 - 17:59,W HERCULES LN,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,2 - FEMALE,POINT (2386765.73883051 7141952.491845884)
88,18691666,0,0,N - NOT INJURED,1,0,TURNED WHEN UNSAFE,44566,1,0,WEDNESDAY,17:00 - 17:59,W HERCULES LN,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2164,1 - DRY,1 - CLEAR,NO CHARGES,No Data,4,1 - MALE,POINT (2386765.73883051 7141952.491845884)
89,18684179,0,0,99 - UNKNOWN,0,0,FAILED TO CONTROL SPEED,44567,1,0,THURSDAY,20:00 - 20:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,No Data,2 - FEMALE,POINT (2373929.1888864324 7133019.88240925)
90,18684179,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44567,1,0,THURSDAY,20:00 - 20:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,72,2 - FEMALE,POINT (2373929.1888864324 7133019.88240925)
91,18684180,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44567,1,1,THURSDAY,18:00 - 18:59,COOPER CREEK RD,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,2 - CLOUDY,RAN STOP SIGN,10434443,20,2 - FEMALE,POINT (2401852.8183870763 7136494.505485112)
92,18684180,1,0,B - SUSPECTED MINOR INJURY,0,1,DISREGARD STOP SIGN OR LIGHT,44567,1,1,THURSDAY,18:00 - 18:59,COOPER CREEK RD,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,22,1 - MALE,POINT (2401852.8183870763 7136494.505485112)
93,18684180,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44567,1,1,THURSDAY,18:00 - 18:59,COOPER CREEK RD,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,18,1 - MALE,POINT (2401852.8183870763 7136494.505485112)
94,18684180,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44567,1,1,THURSDAY,18:00 - 18:59,COOPER CREEK RD,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,34,1 - MALE,POINT (2401852.8183870763 7136494.505485112)
95,18684180,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44567,1,1,THURSDAY,18:00 - 18:59,COOPER CREEK RD,No Data,CITY STREET,No Data,45,MINGO RD,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,30,1 - MALE,POINT (2401852.8183870763 7136494.505485112)
97,18688889,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),44567,1,0,THURSDAY,14:00 - 14:59,S LOCUST ST,4,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,DISREGARD TRAFFIC CONTROL DEVICE,10399318,27,1 - MALE,POINT (2386731.955920591 7124597.716501743)
98,18688889,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED;OTHER (EXPLAIN IN NARRATIVE),44567,1,0,THURSDAY,14:00 - 14:59,S LOCUST ST,4,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE,POINT (2386731.955920591 7124597.716501743)
99,18684405,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44568,1,0,FRIDAY,06:00 - 06:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM1515,1 - DRY,1 - CLEAR,NO CHARGES,No Data,22,2 - FEMALE,POINT (2377216.9880190725 7124174.154425787)
100,18684405,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44568,1,0,FRIDAY,06:00 - 06:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM1515,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE,POINT (2377216.9880190725 7124174.154425787)
101,18685270,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44568,1,0,FRIDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,30,OLD NORTH RD,1 - DRY,1 - CLEAR,BACKED WITHOUT SAFETY,10448771,20,2 - FEMALE,POINT (2396912.477092771 7137119.11239419)
102,18685270,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44568,1,0,FRIDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,30,OLD NORTH RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE,POINT (2396912.477092771 7137119.11239419)
103,18685270,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44568,1,0,FRIDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,30,OLD NORTH RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,1,2 - FEMALE,POINT (2396912.477092771 7137119.11239419)
104,18685270,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY,44568,1,0,FRIDAY,10:00 - 10:59,,No Data,CITY STREET,No Data,30,OLD NORTH RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,46,2 - FEMALE,POINT (2396912.477092771 7137119.11239419)
105,18685568,0,0,N - NOT INJURED,1,0,WRONG WAY - ONE WAY ROAD,44568,1,0,FRIDAY,17:00 - 17:59,UNION CIR,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,WRONG WAY ON ONE WAY,No Data,20,1 - MALE,POINT (2383099.303399872 7126382.752976671)
106,18685568,0,0,N - NOT INJURED,1,0,WRONG WAY - ONE WAY ROAD,44568,1,0,FRIDAY,17:00 - 17:59,UNION CIR,No Data,CITY STREET,No Data,20,S WELCH ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,2 - FEMALE,POINT (2383099.303399872 7126382.752976671)
107,18686282,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44568,1,0,FRIDAY,07:00 - 07:59,COLORADO BLVD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,70,2 - FEMALE,POINT (2395471.3040607073 7118403.712276678)
108,18686282,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT;OTHER (EXPLAIN IN NARRATIVE),44568,1,0,FRIDAY,07:00 - 07:59,COLORADO BLVD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",40,SL0288,1 - DRY,1 - CLEAR,NO CHARGES,No Data,62,2 - FEMALE,POINT (2395471.3040607073 7118403.712276678)
109,18686283,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44568,1,0,FRIDAY,14:00 - 14:59,,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,1 - MALE,POINT (2392428.4488720545 7119047.887007565)
110,18686283,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44568,1,0,FRIDAY,14:00 - 14:59,,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE,POINT (2392428.4488720545 7119047.887007565)
111,18686283,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44568,1,0,FRIDAY,14:00 - 14:59,,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2392428.4488720545 7119047.887007565)
113,18686293,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44568,1,0,FRIDAY,12:00 - 12:59,,No Data,CITY STREET,No Data,30,W HICKORY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,68,1 - MALE,POINT (2382571.9392635413 7127507.546181389)
114,18686723,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44568,1,0,FRIDAY,22:00 - 22:59,,No Data,CITY STREET,No Data,30,E MULBERRY ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2390732.977563222 7127008.251763092)
115,18692769,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44568,1,0,FRIDAY,12:00 - 12:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,49,1 - MALE,POINT (2365464.007885247 7099049.387384707)
116,18692769,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44568,1,0,FRIDAY,12:00 - 12:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,1 - DRY,1 - CLEAR,NO CHARGES,No Data,58,1 - MALE,POINT (2365464.007885247 7099049.387384707)
117,18686291,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,06:00 - 06:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,43,1 - MALE,POINT (2372594.44822885 7145272.817896059)
118,18686291,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,06:00 - 06:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,20,1 - MALE,POINT (2372594.44822885 7145272.817896059)
119,18686292,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,08:00 - 08:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10404975,20,1 - MALE,POINT (2383625.7194165504 7121543.373810149)
120,18686292,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,08:00 - 08:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,21,2 - FEMALE,POINT (2383625.7194165504 7121543.373810149)
121,18686292,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,08:00 - 08:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,3 - RAIN,NO CHARGES,No Data,71,1 - MALE,POINT (2383625.7194165504 7121543.373810149)
122,18686294,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,07:00 - 07:59,HEADLEE ST,No Data,CITY STREET,No Data,30,HINKLE DR,2 - WET,3 - RAIN,"DRIVING WITH LICENSE INVALID, EXPIRED REGISTRATION","10379492, 10379492",38,2 - FEMALE,POINT (2382960.6907651946 7136176.01262149)
123,18686296,1,0,C - POSSIBLE INJURY,0,1,OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,09:00 - 09:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,47,2 - FEMALE,POINT (2373751.3074904904 7133621.312624583)
124,18686343,1,0,C - POSSIBLE INJURY,0,1,NONE,44569,1,1,SATURDAY,15:00 - 15:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,2 - WET,2 - CLOUDY,NO CHARGES,No Data,20,1 - MALE,POINT (2385172.8441687734 7120843.994404224)
125,18686734,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44569,1,0,SATURDAY,18:00 - 18:59,,No Data,CITY STREET,No Data,30,COLORADO BLVD,2 - WET,3 - RAIN,FAIL TO YIELD RIGHT OF WAY PRIVATE DRIVE,10380239,48,2 - FEMALE,POINT (2395303.797331336 7119393.681363929)
126,18686734,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44569,1,0,SATURDAY,18:00 - 18:59,,No Data,CITY STREET,No Data,30,COLORADO BLVD,2 - WET,3 - RAIN,NO CHARGES,No Data,21,2 - FEMALE,POINT (2395303.797331336 7119393.681363929)
127,18686737,4,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,4,SATURDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,2 - WET,1 - CLEAR,NO CHARGES,No Data,20,1 - MALE,POINT (2387961.623031729 7120270.5726266755)
128,18686737,4,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44569,1,4,SATURDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,2 - WET,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE,POINT (2387961.623031729 7120270.5726266755)
129,18686737,4,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44569,1,4,SATURDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,2 - WET,1 - CLEAR,NO CHARGES,No Data,31,1 - MALE,POINT (2387961.623031729 7120270.5726266755)
130,18686737,4,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44569,1,4,SATURDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,2 - WET,1 - CLEAR,NO CHARGES,No Data,29,2 - FEMALE,POINT (2387961.623031729 7120270.5726266755)
131,18686737,4,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44569,1,4,SATURDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035E,2 - WET,1 - CLEAR,NO CHARGES,No Data,2,2 - FEMALE,POINT (2387961.623031729 7120270.5726266755)
132,18686744,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,1,SATURDAY,21:00 - 21:59,IH0035E,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,20,1 - MALE,POINT (2376267.574417909 7126437.697931222)
133,18686744,1,0,C - POSSIBLE INJURY,0,1,FAILED TO CONTROL SPEED,44569,1,1,SATURDAY,21:00 - 21:59,IH0035E,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,19,2 - FEMALE,POINT (2376267.574417909 7126437.697931222)
134,18686744,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,1,SATURDAY,21:00 - 21:59,IH0035E,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,29,1 - MALE,POINT (2376267.574417909 7126437.697931222)
135,18687138,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO DRIVE IN SINGLE LANE; SPEEDING - (OVERLIMIT); UNDER INFLUENCE - ALCOHOL,44569,1,1,SATURDAY,09:00 - 09:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",60,FM0428,2 - WET,3 - RAIN,DRIVING WHILE INTOXICATED >=0.15,22003333,46,1 - MALE,POINT (2406761.3594398126 7160345.500385192)
136,18687141,1,0,C - POSSIBLE INJURY,0,1,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,24,1 - MALE,POINT (2399531.280630821 7129120.507486283)
137,18687141,1,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,81,2 - FEMALE,POINT (2399531.280630821 7129120.507486283)
138,18687141,1,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,54,1 - MALE,POINT (2399531.280630821 7129120.507486283)
139,18687141,1,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,56,2 - FEMALE,POINT (2399531.280630821 7129120.507486283)
140,18687141,1,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,18,1 - MALE,POINT (2399531.280630821 7129120.507486283)
141,18687141,1,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY;OTHER (EXPLAIN IN NARRATIVE),44569,1,1,SATURDAY,14:00 - 14:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",50,SL0288,2 - WET,2 - CLOUDY,NO CHARGES,No Data,18,2 - FEMALE,POINT (2399531.280630821 7129120.507486283)
142,18687144,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44569,1,0,SATURDAY,14:00 - 14:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO DRIVERS LICENSE,10392230,19,2 - FEMALE,POINT (2373751.3074904904 7133621.312624583)
145,18692774,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44569,1,0,SATURDAY,11:00 - 11:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",65,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,33,1 - MALE,POINT (2373660.0125149707 7133927.409007999)
146,18955882,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44569,1,0,SATURDAY,11:00 - 11:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",60,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2359892.4929463845 7133463.797937926)
147,18955882,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44569,1,0,SATURDAY,11:00 - 11:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",60,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,64,2 - FEMALE,POINT (2359892.4929463845 7133463.797937926)
148,18686748,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44570,1,0,SUNDAY,00:00 - 00:59,,No Data,CITY STREET,No Data,30,STUART RD,2 - WET,1 - CLEAR,NO CHARGES,No Data,17,1 - MALE,POINT (2389693.6585905305 7141700.639074437)
149,18686748,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44570,1,0,SUNDAY,00:00 - 00:59,,No Data,CITY STREET,No Data,30,STUART RD,2 - WET,1 - CLEAR,NO CHARGES,No Data,16,1 - MALE,POINT (2389693.6585905305 7141700.639074437)
151,18687145,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,FERGUSON ST,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,2 - CLOUDY,TURNED LEFT FROM WRONG LANE,10437304,57,2 - FEMALE,POINT (2386518.1891303356 7130252.216037104)
152,18687145,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,FERGUSON ST,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,2 - CLOUDY,NO DL,10437303,28,1 - MALE,POINT (2386518.1891303356 7130252.216037104)
153,18687145,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,FERGUSON ST,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,55,1 - MALE,POINT (2386518.1891303356 7130252.216037104)
154,18687149,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2181,1 - DRY,2 - CLOUDY,TURNED RIGHT FROM WRONG LANE,10373753,24,1 - MALE,POINT (2395208.819256761 7106925.806558203)
155,18687149,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2181,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,2 - FEMALE,POINT (2395208.819256761 7106925.806558203)
156,18687149,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44570,1,0,SUNDAY,11:00 - 11:59,,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM2181,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,2,2 - FEMALE,POINT (2395208.819256761 7106925.806558203)
157,18688893,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44570,1,0,SUNDAY,12:00 - 12:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,18,2 - FEMALE,POINT (2394776.541832686 7135412.387281621)
158,18688893,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44570,1,0,SUNDAY,12:00 - 12:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,46,1 - MALE,POINT (2394776.541832686 7135412.387281621)
159,18688893,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44570,1,0,SUNDAY,12:00 - 12:59,,6,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",45,US0377,1 - DRY,1 - CLEAR,NO CHARGES,No Data,9,2 - FEMALE,POINT (2394776.541832686 7135412.387281621)
160,18692992,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION,44570,1,0,SUNDAY,14:00 - 14:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,16,1 - MALE,POINT (2373942.566312814 7132974.903906214)
161,18692992,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION,44570,1,0,SUNDAY,14:00 - 14:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,17,1 - MALE,POINT (2373942.566312814 7132974.903906214)
162,18692992,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION,44570,1,0,SUNDAY,14:00 - 14:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,2 - FEMALE,POINT (2373942.566312814 7132974.903906214)
163,18692992,0,0,N - NOT INJURED,1,0,DISREGARD TURN MARKS AT INTERSECTION,44570,1,0,SUNDAY,14:00 - 14:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,2 - CLOUDY,NO CHARGES,No Data,29,1 - MALE,POINT (2373942.566312814 7132974.903906214)
164,18692994,0,0,N - NOT INJURED,1,0,DRIVER INATTENTION,44570,1,0,SUNDAY,14:00 - 14:59,S TRINITY RD,No Data,CITY STREET,No Data,35,MILLS RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,45,1 - MALE,POINT (2409107.804735047 7127864.1726601245)
165,18693725,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT;UNSAFE SPEED;UNDER INFLUENCE - ALCOHOL,44570,1,0,SUNDAY,05:00 - 05:59,US0377,2,FARM TO MARKET,"2 LANE, 2 WAY",45,FM1830,2 - WET,6 - FOG,DWI,22003682,60,1 - MALE,POINT (2384030.0886678435 7113456.788042769)
166,18696691,0,0,99 - UNKNOWN,0,0,DRIVER INATTENTION,44570,1,0,SUNDAY,04:00 - 04:59,,No Data,CITY STREET,No Data,30,N AUSTIN ST,2 - WET,3 - RAIN,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2387088.9195890967 7130514.2434125375)
167,18707869,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44570,1,0,SUNDAY,16:00 - 16:59,LATTIMORE ST,No Data,CITY STREET,No Data,35,AUDRA LN,1 - DRY,1 - CLEAR,FAIL TO YIELD RIGHT OF WAY TURNING LEFT,10390300,22,1 - MALE,POINT (2394592.3434371683 7131543.465234364)
